product_id,product_url,name,discount,discounted_price,original_price,total_reviews,product_info,availability
308358003,https://www.dresslily.com/asymmetric-half-zip-solid-hoodie-product7140546.html,Asymmetric Half Zip Solid Hoodie,47%,"27,26€","51,51€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily Use "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Solid "", ""Season"": "" Fall "", ""Weight"": "" 0.6360kg "", ""Package Contents"": "" 1 x Hoodie """,16
327522529,https://www.dresslily.com/christmas-faux-suit-print-pullover-product6580339.html,Christmas Faux Suit Print Pullover Hoodie,45%,"25,38€","46,06€",18,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Christmas Day "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Animal "", ""Season"": "" Winter "", ""Weight"": "" 0.6000kg "", ""Package Contents"": "" 1 x Hoodie """,5
353980718,https://www.dresslily.com/christmas-coat-print-drawstring-hoodie-product7061411.html,Christmas Coat Print Drawstring Hoodie,56%,"21,62€","49,31€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Christmas Day,Daily,Daily Use,Festival,Going Out,Home,Night Out,Sports,Travel,Vacation "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Spandex "", ""Thickness"": "" Regular "", ""Patterns"": "" Print "", ""Season"": "" Fall,Spring,Winter "", ""Weight"": "" 0.6380kg "", ""Package Contents"": "" 1 x Hoodie  """,7
363864404,https://www.dresslily.com/christmas-ball-print-pullover-hoodie-product7117008.html,Christmas Ball Print Pullover Hoodie,34%,"27,26€","41,25€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Christmas Day "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Print "", ""Season"": "" Fall "", ""Weight"": "" 0.4710kg "", ""Package Contents"": "" 1 x Hoodie """,In Stock
363864602,https://www.dresslily.com/drawstring-christmas-ball-print-hoodie-product7117012.html,Drawstring Christmas Ball Print Hoodie,43%,"27,26€","47,45€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Christmas Day "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Print "", ""Season"": "" Fall "", ""Weight"": "" 0.4100kg "", ""Package Contents"": "" 1 x Hoodie """,10
277484508,https://www.dresslily.com/christmas-snowflake-print-long-sleeve-product6700365.html,Christmas Snowflake Print Long Sleeve Hoodie,43%,"28,20€","49,73€",4,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Christmas Day "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Animal "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.4370kg "", ""Package Contents"": "" 1 x Hoodie """,12
368744604,https://www.dresslily.com/christmas-stars-print-pullover-hoodie-product7116926.html,Christmas Stars Print Pullover Hoodie,33%,"27,26€","40,94€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Christmas Day "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Stars "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.4600kg "", ""Package Contents"": "" 1 x Hoodie """,19
363863904,https://www.dresslily.com/christmas-tree-print-long-sleeve-product7116999.html,Christmas Tree Print Long Sleeve Hoodie,42%,"27,26€","46,83€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Christmas Day "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Print "", ""Season"": "" Fall "", ""Weight"": "" 0.3900kg "", ""Package Contents"": "" 1 x Hoodie """,18
376887406,https://www.dresslily.com/3d-flower-print-pullover-hoodie-product7471555.html,3D Flower Print Pullover Hoodie,40%,"27,26€","45,40€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Going Out "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Floral "", ""Season"": "" Winter "", ""Weight"": "" 0.4500kg "", ""Package Contents"": "" 1 x Hoodie """,2
398069002,https://www.dresslily.com/cartoon-pig-pattern-kangaroo-pocket-product7784364.html,Cartoon Pig Pattern Kangaroo Pocket Hoodie,45%,"25,38€","45,91€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Cute "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Cartoon "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5700kg "", ""Package Contents"": "" 1 x Hoodie """,8
358760803,https://www.dresslily.com/panel-long-sleeve-pullover-hoodie-product7784882.html,Panel Long Sleeve Pullover Hoodie,47%,"27,26€","51,88€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Color Block "", ""Season"": "" Fall "", ""Weight"": "" 0.6130kg "", ""Package Contents"": "" 1 x Hoodie """,1
401764103,https://www.dresslily.com/3d-horses-print-pullover-hoodie-product7861772.html,3D Horses Print Pullover Hoodie,42%,"27,26€","46,71€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Animal "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.5000kg "", ""Package Contents"": "" 1 x Hoodie """,3
398075302,https://www.dresslily.com/abstract-pattern-kangaroo-pocket-hoodie-product7784160.html,Abstract Pattern Kangaroo Pocket Hoodie,44%,"25,38€","45,28€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Print "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5600kg "", ""Package Contents"": "" 1 x Hoodie  """,2
401765601,https://www.dresslily.com/clover-and-unicorn-pattern-pullover-product7861768.html,Clover and Unicorn Pattern Pullover Hoodie,46%,"27,26€","50,65€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily Use,Going Out "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Cartoon,Plant "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.5000kg "", ""Package Contents"": "" 1 x Hoodie """,3
399660101,https://www.dresslily.com/naked-belly-letters-print-drawstring-product7709725.html,Naked Belly Letters Print Drawstring Hoodie,43%,"27,26€","47,76€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Daily Use,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Spandex "", ""Thickness"": "" Regular "", ""Patterns"": "" Letter "", ""Season"": "" Fall,Spring,Winter "", ""Weight"": "" 0.4750kg "", ""Package Contents"": "" 1 x Hoodie  """,4
398080003,https://www.dresslily.com/skull-pattern-kangaroo-pocket-hoodie-product7784081.html,Skull Pattern Kangaroo Pocket Hoodie,50%,"25,38€","50,65€",1,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Festival "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Skull "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5900kg "", ""Package Contents"": "" 1 x Hoodie  """,13
401768702,https://www.dresslily.com/3d-bowknot-printed-pullover-hoodie-product7861783.html,3D Bowknot Printed Pullover Hoodie,48%,"27,26€","51,97€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Going Out "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D Print "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.5000kg "", ""Package Contents"": "" 1 x Hoodie """,3
401755001,https://www.dresslily.com/3d-clover-and-dog-printed-product7861773.html,3D Clover and Dog Printed Pullover Hoodie,42%,"27,26€","47,04€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily Use,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D Print,Animal "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.5000kg "", ""Package Contents"": "" 1 x Hoodie """,3
401757803,https://www.dresslily.com/3d-clover-dinosaur-printed-pullover-product7861781.html,3D Clover Dinosaur Printed Pullover Hoodie,46%,"27,26€","50,65€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily Use,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D Print,Dinosaur "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.5000kg "", ""Package Contents"": "" 1 x Hoodie """,3
401773302,https://www.dresslily.com/clover-and-cat-printed-pullover-product7861784.html,Clover and Cat Printed Pullover Hoodie,48%,"27,26€","52,30€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Going Out "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Animal,Plant "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.5000kg "", ""Package Contents"": "" 1 x Hoodie """,1
401726703,https://www.dresslily.com/3d-cat-printed-pullover-sweatshirt-product7861794.html,3D Cat Printed Pullover Sweatshirt,38%,"23,50€","38,07€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily Use,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Animal "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.4000kg "", ""Package Contents"": "" 1 x Sweatshirt """,1
398087905,https://www.dresslily.com/3d-print-kangaroo-pocket-skull-product7874534.html,3D Print Kangaroo Pocket Skull Hoodie,55%,"18,80€","41,87€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Festival "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D Print,Skeleton "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5700kg "", ""Package Contents"": "" 1 x Hoodie  """,2
398091704,https://www.dresslily.com/kangaroo-pocket-skull-flower-3d-product7874539.html,Kangaroo Pocket Skull Flower 3D Print Hoodie,46%,"21,62€","40,32€",1,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Festival "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D Print,Floral,Skull "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5500kg "", ""Package Contents"": "" 1 x Hoodie  """,3
375792903,https://www.dresslily.com/asymmetric-one-button-long-sleeve-product7872338.html,Asymmetric One Button Long Sleeve Hoodie,78%,"15,98€","71,24€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily Use "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Solid "", ""Season"": "" Fall "", ""Weight"": "" 0.2780kg "", ""Package Contents"": "" 1 x Hoodie """,5
455407406,https://www.dresslily.com/solid-color-zipper-sport-hoodie-product8151977.html,Solid Color Zipper Sport Hoodie,52%,"28,20€","58,27€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Daily Use,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton "", ""Thickness"": "" Regular "", ""Closure Type"": "" Zipper "", ""Patterns"": "" Solid "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.6000kg "", ""Package Contents"": "" 1 x Hoodie  """,2
379929001,https://www.dresslily.com/zip-up-long-sleeve-solid-product7886647.html,Zip Up Long Sleeve Solid Hoodie,47%,"28,20€","53,01€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Solid "", ""Season"": "" Fall "", ""Weight"": "" 0.5000kg "", ""Package Contents"": "" 1 x Hoodie """,1
401762402,https://www.dresslily.com/pullover-3d-cat-and-dog-product7899755.html,Pullover 3D Cat And Dog Print Hoodie,42%,"27,26€","46,71€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Polyurethane "", ""Thickness"": "" Regular "", ""Patterns"": "" Animal,Dog "", ""Season"": "" Fall,Winter "", ""Weight"": "" 0.5400kg "", ""Package Contents"": "" 1 x Hoodie """,4
368680702,https://www.dresslily.com/button-up-space-dye-hoodie-product7942118.html,Button Up Space Dye Hoodie,47%,"27,26€","51,31€",4,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Others "", ""Season"": "" Fall "", ""Weight"": "" 0.5740kg "", ""Package Contents"": "" 1 x Hoodie """,1
454990209,https://www.dresslily.com/drawstring-zip-up-pockets-fleece-product8148177.html,Drawstring Zip Up Pockets Fleece Hoodie,55%,"15,98€","35,25€",2,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Solid "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.4300kg "", ""Package Contents"": "" 1 x Hoodie  """,2
454682401,https://www.dresslily.com/vertigo-effect-circle-graphic-front-product8152629.html,Vertigo Effect Circle Graphic Front Pocket Hoodie,42%,"23,50€","40,32€",1,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Spandex "", ""Thickness"": "" Regular "", ""Patterns"": "" Round "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.4950kg "", ""Package Contents"": "" 1 x Hoodie  """,2
244060202,https://www.dresslily.com/multi-magnetic-balls-print-pullover-product8010834.html,Multi Magnetic Balls Print Pullover Hoodie,42%,"25,38€","43,75€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily Use,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D,Geometric "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5600kg "", ""Package Contents"": "" 1 x Hoodie """,5
398098806,https://www.dresslily.com/leaf-3d-print-kangaroo-pocket-product7874547.html,Leaf 3D Print Kangaroo Pocket Hoodie,45%,"25,38€","46,53€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D Print,Plant "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5700kg "", ""Package Contents"": "" 1 x Hoodie  """,5
454682601,https://www.dresslily.com/3d-swirl-print-front-pocket-product8152635.html,3D Swirl Print Front Pocket Hoodie,51%,"23,50€","48,07€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Spandex "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D Print "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.4950kg "", ""Package Contents"": "" 1 x Hoodie  """,1
455328806,https://www.dresslily.com/color-block-striped-faux-sailor-product8154152.html,Color Block Striped Faux Sailor Collar Print Kangaroo Pocket Hoodie,45%,"27,26€","49,35€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Daily Use,Going Out,Sports,Vacation "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Color Block,Stripe "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5400kg "", ""Package Contents"": "" 1 x Hoodie  """,4
455367302,https://www.dresslily.com/halloween-demon-colorblock-painting-print-product8155519.html,Halloween Demon Colorblock Painting Print Kangaroo Pocket Hoodie,39%,"27,26€","44,74€",1,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Going Out,Halloween "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Ghost,Print "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5300kg "", ""Package Contents"": "" 1 x Hoodie  """,4
455578102,https://www.dresslily.com/cat-pattern-casual-long-sleeved-product8154429.html,Skull Cat Pattern Casual Hoodie,42%,"27,26€","46,95€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Festival,Going Out,Halloween "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Fabric Stretch"": "" No Stretch "", ""Thickness"": "" Regular "", ""Patterns"": "" Animal "", ""Season"": "" Fall,Spring,Winter "", ""Weight"": "" 0.6000kg "", ""Package Contents"": "" 1 x Hoodie """,2
455469021,https://www.dresslily.com/two-tone-striped-sleeve-zip-product8152703.html,Two Tone Striped Sleeve Zip Up Hoodie,51%,"25,38€","51,97€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Brief "", ""Fit Type"": "" Loose "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Thickness"": "" Regular "", ""Closure Type"": "" Zipper "", ""Patterns"": "" Stripe "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.6200kg "", ""Package Contents"": "" 1 x Hoodie  """,1
455350006,https://www.dresslily.com/faux-sailor-collar-striped-print-product8154158.html,Faux Sailor Collar Striped Print Casual Kangaroo Pocket Hoodie,47%,"27,26€","51,31€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Daily Use,Going Out "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Stripe "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5400kg "", ""Package Contents"": "" 1 x Hoodie  """,4
455369605,https://www.dresslily.com/halloween-skeleton-belt-print-casual-product8154181.html,Halloween Skeleton Belt Print Casual Pullover Hoodie,42%,"27,26€","47,37€",1,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Daily Use,Going Out,Halloween "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Print,Skeleton "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5350kg "", ""Package Contents"": "" 1 x Hoodie  """,2
455358202,https://www.dresslily.com/halloween-blood-scratch-print-casual-product8156954.html,Halloween Blood Scratch Print Casual Kangaroo Pocket Hoodie,38%,"27,26€","44,08€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Daily Use,Halloween "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Print "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5450kg "", ""Package Contents"": "" 1 x Hoodie  """,1
456199016,https://www.dresslily.com/gothic-grommet-lace-up-sleeve-product8157900.html,Gothic Grommet Lace Up Sleeve PU Chest Hoodie,43%,"27,26€","47,45€",2,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Club,Daily,Festival,Going Out,Night Out "", ""Style"": "" Gothic "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Fabric Stretch"": "" Slight Stretch "", ""Thickness"": "" Regular "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.4700kg "", ""Package Contents"": "" 1 x Hoodie """,3
456234201,https://www.dresslily.com/coconut-tree-print-long-sleeves-product8159483.html,Coconut Tree Print Casual Hoodie,45%,"27,26€","49,73€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Going Out "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Fabric Stretch"": "" No Stretch "", ""Thickness"": "" Regular "", ""Patterns"": "" Plant "", ""Season"": "" Fall,Spring,Winter "", ""Weight"": "" 0.5400kg "", ""Package Contents"": "" 1 x Hoodie """,1
455365901,https://www.dresslily.com/halloween-pumpkin-print-kangaroo-pocket-product8159266.html,Halloween Pumpkin Print Kangaroo Pocket Pullover Hoodie,43%,"27,26€","47,70€",1,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Going Out,Halloween "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Print,Pumpkin "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5550kg "", ""Package Contents"": "" 1 x Hoodie  """,3
454727902,https://www.dresslily.com/halloween-night-skull-pumpkin-lamp-product8157864.html,Halloween Night Skull Pumpkin Lamp Print Hoodie,46%,"25,38€","46,71€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Festival,Going Out,Halloween "", ""Style"": "" Trendy "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" 3D Print,Animal,Pumpkin,Skull "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5300kg "", ""Package Contents"": "" 1 x Hoodie  """,1
455368106,https://www.dresslily.com/halloween-blood-belly-graphic-print-product8156964.html,Halloween Blood Belly Graphic Print Casual Kangaroo Pocket Hoodie,38%,"27,26€","44,08€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily,Daily Use,Going Out,Halloween "", ""Style"": "" Fashion "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Print "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.5200kg "", ""Package Contents"": "" 1 x Hoodie  """,4
455595112,https://www.dresslily.com/contrast-color-kangaroo-pockets-hoodie-product8159181.html,Contrast Color Kangaroo Pockets Hoodie,36%,"27,26€","42,80€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Daily "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Cotton,Polyester "", ""Thickness"": "" Regular "", ""Patterns"": "" Patchwork "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.4900kg "", ""Package Contents"": "" 1 x Hoodie  """,2
454681204,https://www.dresslily.com/happy-halloween-chinese-character-graphic-product8157854.html,Happy Halloween Chinese Character Graphic Drawstring Hoodie,51%,"23,50€","48,38€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Halloween "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Spandex "", ""Thickness"": "" Regular "", ""Patterns"": "" Character,Pumpkin "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.4950kg "", ""Package Contents"": "" 1 x Hoodie  """,1
454683306,https://www.dresslily.com/halloween-blood-cut-heart-print-product8157862.html,Halloween Blood Cut Heart Print Front Pocket Hoodie,44%,"23,50€","42,18€",,"""Clothes Type"": "" Hoodie "", ""Occasion"": "" Halloween "", ""Style"": "" Casual "", ""Fit Type"": "" Regular "", ""Shirt Length"": "" Regular "", ""Sleeve Length"": "" Full "", ""Material"": "" Polyester,Spandex "", ""Thickness"": "" Regular "", ""Patterns"": "" Heart "", ""Season"": "" Fall,Spring "", ""Weight"": "" 0.4950kg "", ""Package Contents"": "" 1 x Hoodie  """,2
